,Livsmedelsnamn,Livsmedelsnummer,Gruppering,Näringsämne,Värde
37571,Bovetemjöl,1930,Mjöl,Fullkorn totalt (g),0.0
37572,Havremust pulver,1931,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),100.0
37573,Kornmjöl fullkorn,1932,Mjöl,Fullkorn totalt (g),100.0
37574,Majsmjöl gult u. groddar,1933,Mjöl,Fullkorn totalt (g),0.0
37575,Rågmjöl fullkorn,1934,Mjöl,Fullkorn totalt (g),100.0
37576,Vetemjöl fullkorn grahamsmjöl,1935,Mjöl,Fullkorn totalt (g),100.0
37577,Vetediet berikad,1936,"Måltidsersättning, sportpreparat",Fullkorn totalt (g),69.0
37578,Vetemjöl bagerivetemjöl,1938,Mjöl,Fullkorn totalt (g),0.0
37579,Vetemjöl,1941,Mjöl,Fullkorn totalt (g),0.0
37580,Majsstärkelse,1945,Mjöl,Fullkorn totalt (g),0.0
37581,Potatismjöl,1946,Mjöl,Fullkorn totalt (g),0.0
37582,Samarinpulver,1947,Övrigt,Fullkorn totalt (g),0.0
37583,Samarin drickf.,1948,Övrigt,Fullkorn totalt (g),0.0
37584,Vatten sodavatten,1949,Dryck,Fullkorn totalt (g),0.0
37585,Vatten vichyvatten,1950,Dryck,Fullkorn totalt (g),0.0
37586,Vatten mineralvatten,1951,Dryck,Fullkorn totalt (g),0.0
37587,Vatten kranvatten,1953,Dryck,Fullkorn totalt (g),0.0
37588,Snabbkaffe pulver,1955,Smaksättare,Fullkorn totalt (g),0.0
37589,Snabbkaffe drickf.,1956,Dryck,Fullkorn totalt (g),0.0
37590,Kaffe bryggt,1957,Dryck,Fullkorn totalt (g),0.0
37591,Kaffe espresso bryggt drickf.,1958,Dryck,Fullkorn totalt (g),0.0
37592,Snabbkaffe koffeinfritt drickf.,1959,Dryck,Fullkorn totalt (g),0.0
37593,Tepulver,1960,Dryck,Fullkorn totalt (g),0.0
37594,Te bryggt,1962,Dryck,Fullkorn totalt (g),0.0
37595,Örtte drickf.,1963,Dryck,Fullkorn totalt (g),0.0
37596,Nyponte drickf. m. svarta vinbär,1964,Dryck,Fullkorn totalt (g),0.0
37597,Ättiksprit ättiksyra 12%,1965,Smaksättare,Fullkorn totalt (g),0.0
37598,Vinäger ättiksyra 7%,1966,Smaksättare,Fullkorn totalt (g),0.0
37599,Äppelcidervinäger ättiksyra 7%,1967,Smaksättare,Fullkorn totalt (g),0.0
37600,Chilisås tomat,1968,Smaksättare,Fullkorn totalt (g),0.0
37601,Ketchup,1969,Smaksättare,Fullkorn totalt (g),0.0
37602,Engelsk brown sauce HP-sås,1970,Smaksättare,Fullkorn totalt (g),0.0
37603,Grillsås,1971,Smaksättare,Fullkorn totalt (g),0.0
37604,Senap svensk,1972,Smaksättare,Fullkorn totalt (g),0.0
37605,Senap fransk,1973,Smaksättare,Fullkorn totalt (g),0.0
37606,Sötsur sås,1974,Rätter,Fullkorn totalt (g),0.0
37607,Salt m. jod,1975,Smaksättare,Fullkorn totalt (g),0.0
37608,Salt mineralsalt,1976,Smaksättare,Fullkorn totalt (g),0.0
37609,Salt havssalt u. jod,1977,Smaksättare,Fullkorn totalt (g),0.0
37610,Salt örtsalt,1978,Smaksättare,Fullkorn totalt (g),0.0
37611,Jäst färsk,1979,Övrigt,Fullkorn totalt (g),0.0
37612,Jäst torkad,1980,Övrigt,Fullkorn totalt (g),0.0
37613,Bakpulver,1981,Övrigt,Fullkorn totalt (g),0.0
37614,Béchamelsås m. lättmjölk grädde,1982,Rätter,Fullkorn totalt (g),0.0
37615,Ljus sås m. mjölk,1983,Rätter,Fullkorn totalt (g),0.0
37616,Ljus sås m. buljong grädde,1984,Rätter,Fullkorn totalt (g),0.0
37617,Béchamelsås,1985,Rätter,Fullkorn totalt (g),0.0
37618,Gratängsås u. ost hemlagad,1986,Rätter,Fullkorn totalt (g),0.0
37619,Ljus sås m. grädde,1987,Rätter,Fullkorn totalt (g),0.0
37620,Ostsås,1988,Rätter,Fullkorn totalt (g),0.0
37621,Ostsås m. ädelost,1989,Rätter,Fullkorn totalt (g),0.0
37622,Ostsås till moussaka,1990,Rätter,Fullkorn totalt (g),0.0
37623,Brunsås m. mjölk,1991,Rätter,Fullkorn totalt (g),0.0
37624,Sky,1992,Rätter,Fullkorn totalt (g),0.0
37625,Brunsås m. buljong grädde,1993,Rätter,Fullkorn totalt (g),0.0
37626,Brunsås m. buljong,1994,Rätter,Fullkorn totalt (g),0.0
37627,Currysås hemlagad,1995,Rätter,Fullkorn totalt (g),0.0
37628,Brunsås m. kaffegrädde,1996,Rätter,Fullkorn totalt (g),0.0
37629,Korintsås,1997,Rätter,Fullkorn totalt (g),0.0
37630,Brunsås tillagad pulver m. mjölk vatten,1998,Rätter,Fullkorn totalt (g),0.0
37631,Gräddsås tillagad pulver m. mjölk vatten smör,1999,Rätter,Fullkorn totalt (g),0.0
37632,Tomatsås kryddstark,2000,Rätter,Fullkorn totalt (g),0.0
37633,Dillsås,2001,Rätter,Fullkorn totalt (g),0.0
37634,Äggsås m. persilja,2002,Rätter,Fullkorn totalt (g),0.0
37635,Pesto hemlagad,2003,Rätter,Fullkorn totalt (g),0.0
37636,Pesto m. basilika pinjenötter cashewnötter,2004,Rätter,Fullkorn totalt (g),0.0
37637,Dippmix pulver olika smaker,2006,Rätter,Fullkorn totalt (g),0.0
37638,Sweet chilisås,2007,Smaksättare,Fullkorn totalt (g),0.0
37639,Pastasås m. tomat örtkryddor,2008,Rätter,Fullkorn totalt (g),0.0
37640,Pastasås m. basilika,2009,Rätter,Fullkorn totalt (g),0.0
37641,Sötsur sås m. grönsaker konserv.,2010,Rätter,Fullkorn totalt (g),0.0
37642,Orientalisk sås m. grönsaker konserv.,2011,Rätter,Fullkorn totalt (g),0.0
37643,Teriyakisås,2012,Smaksättare,Fullkorn totalt (g),0.0
37644,Frukostflingor müsli fullkorn m. frukt,2024,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),56.0
37645,Frukostflingor müsli fullkorn m. bär,2025,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),71.0
37646,Frukostflingor müsli fullkorn m. socker frukt nötter,2027,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),57.0
37647,Frukostflingor crunchy fullkorn m. socker russin kokos,2028,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),61.0
37648,Frukostflingor crunchy naturell m. socker,2029,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),66.0
37649,Frukostflingor müsli fullkorn m. socker frukt kokos,2030,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),50.0
37650,Frukostflingor müsli fullkorn m. socker frukt bär,2031,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),60.0
37651,Frukostflingor müsli flingblandning fullkorn m. frukt nötter  ,2032,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),66.0
37652,Frukostflingor müsli fullkorn m. frukt banan,2033,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),80.0
37653,Surimi fisk,2035,"Fisk, skaldjur",Fullkorn totalt (g),0.0
37654,Matlagningsbas fett 15%,2036,Mejeri,Fullkorn totalt (g),0.0
37655,Matlagningsbas fett 7%,2037,Mejeri,Fullkorn totalt (g),0.0
37656,Vispgrädde ersättningsprod. mjölk olja fett 20%,2039,Mejeri,Fullkorn totalt (g),0.0
37657,Kaffegrädde ersättningsprod. mjölk olja fett 10%,2040,Mejeri,Fullkorn totalt (g),0.0
37658,Vaniljvisp fett 12%,2041,Rätter,Fullkorn totalt (g),0.0
37659,Crème fraiche smaksatt fett 13%,2043,Mejeri,Fullkorn totalt (g),0.0
37660,Crème fraiche smaksatt fett 28%,2044,Mejeri,Fullkorn totalt (g),0.0
37661,Mini fraiche fett 5%,2046,Mejeri,Fullkorn totalt (g),0.0
37662,"Filmjölk naturell fett 4,2%",2048,Mejeri,Fullkorn totalt (g),0.0
37663,Vit choklad,2051,Godis,Fullkorn totalt (g),0.0
37664,Mörk choklad kakao ≥ 70%,2052,Godis,Fullkorn totalt (g),0.0
37665,Mörk choklad kakao < 70%,2053,Godis,Fullkorn totalt (g),0.0
37666,Bakchoklad mörk,2054,Godis,Fullkorn totalt (g),0.0
37667,Mjölkchoklad,2055,Godis,Fullkorn totalt (g),0.0
37668,Kebabkött frysvara,2056,Kött,Fullkorn totalt (g),0.0
37669,Ris avorio okokt,2057,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37670,Lök rostad ,2058,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37671,"Glass glasspinne m. frukt  mjölk fett 5,5%",2059,Glass,Fullkorn totalt (g),0.0
37672,Glass glasspinne fett 10%,2060,Glass,Fullkorn totalt (g),0.0
37673,Bar m. fiber havre vete naturell,2061,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),0.0
37674,Knäckemacka vete olika fyllningar,2062,Rätter,Fullkorn totalt (g),0.0
37675,Knäckemacka fullkorn råg olika fyllningar,2063,Rätter,Fullkorn totalt (g),82.0
37676,Falafel kikärtskroketter frysvara,2064,Rätter,Fullkorn totalt (g),0.0
37677,Pytt i panna m. sojaprotein veg.,2065,Rätter,Fullkorn totalt (g),0.0
37678,Korv veg. soja- och veteprotein kylvara el. frysvara typ grillkorv,2066,"Quorn, sojaprotein, vegetariska produkter",Fullkorn totalt (g),0.0
37679,Soja- och veteprotein bullar kylvara el. frysvara,2067,"Quorn, sojaprotein, vegetariska produkter",Fullkorn totalt (g),0.0
37680,Sojaprotein färs kylvara el. frysvara,2068,"Quorn, sojaprotein, vegetariska produkter",Fullkorn totalt (g),0.0
37681,Veteprotein grytbitar,2069,"Quorn, sojaprotein, vegetariska produkter",Fullkorn totalt (g),0.0
37682,Matlagningsbas m. soja fett 17%,2070,Mejeri,Fullkorn totalt (g),0.0
37683,Bar müslibar fullkorn m. röd frukt berikad,2071,Godis,Fullkorn totalt (g),10.0
37684,Bar müslibar m. choklad berikad,2072,Godis,Fullkorn totalt (g),9.0
37685,Jordnötssås,2073,Rätter,Fullkorn totalt (g),0.0
37686,Coleslaw hemlagad,2075,Rätter,Fullkorn totalt (g),0.0
37687,Löksås m. grädde,2078,Rätter,Fullkorn totalt (g),0.0
37688,Nudlar äggnudlar kokta m. salt,2079,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37689,Nässlor stuvade,2080,Rätter,Fullkorn totalt (g),0.0
37690,Kantarell stuvad,2081,Rätter,Fullkorn totalt (g),0.0
37691,Gryta ratatouille veg.,2083,Rätter,Fullkorn totalt (g),0.0
37692,Potatisgratäng m. matlagningsgrädde ost hemlagad,2085,Rätter,Fullkorn totalt (g),0.0
37693,Sjömansbiff,2092,Rätter,Fullkorn totalt (g),0.0
37694,Gryta kreolsk gryta,2093,Rätter,Fullkorn totalt (g),0.0
37695,Flygande Jakob kyckling m. bacon jordnötter banan,2096,Rätter,Fullkorn totalt (g),0.0
37696,Korv prinskorv stekt kött 61%,2097,Korv,Fullkorn totalt (g),0.0
37697,Skinkröra kall,2098,Rätter,Fullkorn totalt (g),0.0
37698,Hamburgare blandfärs stekt,2099,Rätter,Fullkorn totalt (g),0.0
37699,Köttfärssås blandfärs,2100,Rätter,Fullkorn totalt (g),0.0
37700,Nöt färs fett 10% stekt m. salt,2101,Kött,Fullkorn totalt (g),0.0
37701,Nöt el. gris kött stekt,2103,Kött,Fullkorn totalt (g),0.0
37702,Carbonara pastasås,2104,Rätter,Fullkorn totalt (g),0.0
37703,Skagenröra hemlagad,2107,Rätter,Fullkorn totalt (g),0.0
37704,Fisksoppa m. rotfrukter,2108,Rätter,Fullkorn totalt (g),0.0
37705,Tonfiskröra hemlagad,2109,Rätter,Fullkorn totalt (g),0.0
37706,Havregrynsgröt fullkorn fiberhavregryn,2123,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),16.0
37707,Havregrynsgröt kokt m. mjölk,2124,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),13.0
37708,Nudlar glasnudlar kokta m. salt,2125,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37709,Gröt,2128,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),14.0
37710,Morotskaka,2129,"Bullar, kakor, tårtor",Fullkorn totalt (g),0.0
37711,Pannkaka tunn m. sojadryck havredryck,2133,Rätter,Fullkorn totalt (g),0.0
37712,Paj m. broccoli skinka,2134,Rätter,Fullkorn totalt (g),0.0
37713,Pizza m. kebabkött hemlagad,2138,Rätter,Fullkorn totalt (g),0.0
37714,Pizza Hawaii m. skinka ananas restaurang,2139,Rätter,Fullkorn totalt (g),0.0
37715,Ostsås m. skinka hemlagad,2142,Rätter,Fullkorn totalt (g),0.0
37716,Tzatziki,2144,Rätter,Fullkorn totalt (g),0.0
37717,Ris à la malta m. lättmjölk mellangrädde fett 27%,2147,Rätter,Fullkorn totalt (g),0.0
37718,Rödkålssallad m. äpple,2160,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37719,Champinjon stekt u. fett,2161,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37720,Palsternacka kokt m. salt,2162,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37721,Gratängsås m. ost hemlagad,2163,Rätter,Fullkorn totalt (g),0.0
37722,Fänkål kokt m. salt,2164,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37723,Kroppkakor el. potatispalt m. fläsk hemlagad,2165,Rätter,Fullkorn totalt (g),0.0
37724,Currysås m. lätt crème fraiche hemlagad,2173,Rätter,Fullkorn totalt (g),0.0
37725,Korv stroganoff mager korv fett 15% grädde fett 15%,2174,Rätter,Fullkorn totalt (g),0.0
37726,Ostkaka fett 7%,2184,Rätter,Fullkorn totalt (g),0.0
37727,Rapsolja,2189,"Fett, olja",Fullkorn totalt (g),0.0
37728,Matfettsblandning fett 75% berikad typ Bregott,2190,"Fett, olja",Fullkorn totalt (g),0.0
37729,Lättmargarin fett 40% berikad typ Lätta,2192,"Fett, olja",Fullkorn totalt (g),0.0
37730,Äggröra,2197,"Ägg, rom, kaviar",Fullkorn totalt (g),0.0
37731,Ägg kokt,2205,"Ägg, rom, kaviar",Fullkorn totalt (g),0.0
37732,Aloe vera juice naturell,2214,Dryck,Fullkorn totalt (g),0.0
37733,Aloe vera juice m. grönt te,2216,Dryck,Fullkorn totalt (g),0.0
37734,Aloe vera-dryck m. tranbär äpple,2217,Dryck,Fullkorn totalt (g),0.0
37735,Aloe vera-dryck naturell,2218,Dryck,Fullkorn totalt (g),0.0
37736,Toscaglasyr,2219,"Bullar, kakor, tårtor",Fullkorn totalt (g),0.0
37737,Pasta makaroner spagetti okokt glutenfri,2220,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37738,Pasta fusilli lasagneplattor okokt glutenfri,2221,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37739,Pepparkaka glutenfri,2222,"Bullar, kakor, tårtor",Fullkorn totalt (g),0.0
37740,Kex digestive fullkorn glutenfri,2223,"Bullar, kakor, tårtor",Fullkorn totalt (g),19.0
37741,"Hårt bröd glutenfritt fibrer ca 7,5% berikad typ grovknäcke",2225,Bröd,Fullkorn totalt (g),0.0
37742,Pasta tagliatelle m. ägg okokt glutenfri,2226,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37743,Pasta okokt majs 100% glutenfri,2227,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37744,Bearnaisesås fett 8%,2228,Rätter,Fullkorn totalt (g),0.0
37745,Klassisk gräddsås fett 6%,2229,Rätter,Fullkorn totalt (g),0.0
37746,Ostsås fett 8%,2230,Rätter,Fullkorn totalt (g),0.0
37747,Bearnaisesås fett ca 40%,2231,Rätter,Fullkorn totalt (g),0.0
37748,"Rödvinssås fett 1,5%",2232,Rätter,Fullkorn totalt (g),0.0
37749,Kebabsås vit fett 30%,2233,Rätter,Fullkorn totalt (g),0.0
37750,"Svampsås fett 8,5%",2234,Rätter,Fullkorn totalt (g),0.0
37751,Korv varmkorv mager fett 7%,2236,Korv,Fullkorn totalt (g),0.0
37752,Korv chorizo mager fett 9%,2238,Korv,Fullkorn totalt (g),0.0
37753,Korv middagskorv fett ca 9% kött ca 55 %,2239,Korv,Fullkorn totalt (g),0.0
37754,Påläggskorv salami mager,2240,Pålägg,Fullkorn totalt (g),0.0
37755,Mintplattor m. mörkchokladöverdrag,2246,Godis,Fullkorn totalt (g),0.0
37756,Ost mozzarella fett 18%,2255,Pålägg,Fullkorn totalt (g),0.0
37757,Ingefära färsk,2269,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37758,Kebabkött restaurang,2294,Kött,Fullkorn totalt (g),0.0
37759,Fruktdryck nypon blåbär berikad,2301,Dryck,Fullkorn totalt (g),0.0
37760,Energidryck berikad,2302,Dryck,Fullkorn totalt (g),0.0
37761,Öl alkoholfri,2305,Dryck,Fullkorn totalt (g),0.0
37762,Kanel,2306,Smaksättare,Fullkorn totalt (g),0.0
37763,Flytande margarin mjölkfri fett 80% berikad typ Carlshamn,2401,"Fett, olja",Fullkorn totalt (g),0.0
37764,Bordsmargarin mjölkfri fett 70% berikad typ Carlshamn,2403,"Fett, olja",Fullkorn totalt (g),0.0
37765,Hushållsmargarin mjölkfri fett 80% berikad typ Carlshamn,2404,"Fett, olja",Fullkorn totalt (g),0.0
37766,Småkaka mördeg typ somalisk icun,2412,"Bullar, kakor, tårtor",Fullkorn totalt (g),0.0
37767,Lamm rygg el. hals kokt m. salt,2413,Kött,Fullkorn totalt (g),0.0
37768,Tilapia rå,2468,"Fisk, skaldjur",Fullkorn totalt (g),0.0
37769,Lättmargarin fett 28% berikad typ Mini Lätta,2472,"Fett, olja",Fullkorn totalt (g),0.0
37770,Flytande margarin fett 79% berikad typ Becel,2474,"Fett, olja",Fullkorn totalt (g),0.0
37771,Ris basmati okokt,2475,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37772,Ris jasmin okokt,2477,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37773,Ris råris långkornigt okokt fullkorn,2478,"Pasta, ris, gryn",Fullkorn totalt (g),100.0
37774,Ris grötris snabb okokt,2479,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37775,Ris långkornigt okokt,2481,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37776,Ris långkornigt parboiled okokt,2482,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37777,Ris snabbris okokt salt 1%,2483,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37778,Ris snabbris okokt,2484,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37779,Ris grötris rundkornigt okokt,2485,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37780,Bordsmargarin fett 70% berikad typ Becel Gold,2490,"Fett, olja",Fullkorn totalt (g),0.0
37781,Blandfärs rå nöt 70% gris 30%,2492,Kött,Fullkorn totalt (g),0.0
37782,Blandfärs rå nöt 50% gris 50% ,2499,Kött,Fullkorn totalt (g),0.0
37783,Kebab m. bröd sallad sås,2506,Rätter,Fullkorn totalt (g),0.0
37784,Kebabtallrik m. pommes frites,2507,Rätter,Fullkorn totalt (g),0.0
37785,Korv m. mos ketchup senap bostongurka,2508,Rätter,Fullkorn totalt (g),0.0
37786,Korv m. bröd ketchup senap,2509,Rätter,Fullkorn totalt (g),0.0
37787,Hamburgare dubbel m. bröd ost inlagd gurka tillagad på restaurang,2510,Rätter,Fullkorn totalt (g),0.0
37788,Hamburgare 90 g m. bröd tillbehör tillagad på restaurang,2511,Rätter,Fullkorn totalt (g),0.0
37789,Hamburgare m. bröd ost tillagad på restaurang,2512,Rätter,Fullkorn totalt (g),0.0
37790,Ris basmati kokt m. salt,2513,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37791,Ris jasmin kokt m. salt,2514,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37792,Ris långkornigt kokt m. salt,2515,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37793,Ris långkornigt parboiled kokt m. salt,2516,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37794,Ris råris långkornigt kokt m. salt fullkorn,2517,"Pasta, ris, gryn",Fullkorn totalt (g),38.0
37795,Ris snabbris kokt salt 1%,2518,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37796,Ris snabbris kokt m. salt,2519,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37797,Pasta tagliatelle m. ägg kokt m. salt glutenfri,2520,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37798,Pasta makaroner spagetti kokt m. salt glutenfri,2521,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37799,Pasta kokt m. salt majs 100% glutenfri,2522,"Pasta, ris, gryn",Fullkorn totalt (g),0.0
37800,Lasagne blandfärs,2542,Rätter,Fullkorn totalt (g),0.0
37801,Gröna ärtor kokta m. salt frysvara,2547,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37802,Gryta kalops älg,2548,Rätter,Fullkorn totalt (g),0.0
37803,Älg högrev rå,2552,Kött,Fullkorn totalt (g),0.0
37804,Älg ryggbiff rå,2555,Kött,Fullkorn totalt (g),0.0
37805,Tacoskal,2557,Bröd,Fullkorn totalt (g),0.0
37806,Romansallat,2559,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37807,Ruccolasallat,2561,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37808,Okra kokt u. salt,2565,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37809,Litchi,2569,"Frukt, bär",Fullkorn totalt (g),0.0
37810,Carambole stjärnfrukt,2570,"Frukt, bär",Fullkorn totalt (g),0.0
37811,Blomkål stekt el. wokad,2605,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37812,Broccoli stekt el. wokad,2606,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37813,Morot stekt el. wokad,2608,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37814,Palsternacka stekt el. wokad ,2609,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37815,Paprika stekt el. wokad ,2610,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37816,Purjolök stekt el. wokad,2612,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37817,Rotselleri stekt el. wokad,2613,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37818,Rödbeta stekt el. wokad ,2614,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37819,Kål stekt el. wokad,2617,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37820,Blandfärs stekt tacokryddad,2650,Kött,Fullkorn totalt (g),0.0
37821,Sojaprotein färs stekt tacokryddad,2651,"Quorn, sojaprotein, vegetariska produkter",Fullkorn totalt (g),0.0
37822,Potatisgratäng kylvara,2658,Rätter,Fullkorn totalt (g),0.0
37823,Ugnsrostade grönsaker rotfrukter,2672,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37824,Lasagne m. mykoprotein,2679,Rätter,Fullkorn totalt (g),0.0
37825,Kyckling färs stekt tacokryddad,2753,"Kyckling, fågel",Fullkorn totalt (g),0.0
37826,Béchamelsås m. mjölk fett 3% grädde,2756,Rätter,Fullkorn totalt (g),0.0
37827,Sushi veg.,2758,Rätter,Fullkorn totalt (g),0.0
37828,Pannkaka tunn hemlagad,2769,,Fullkorn totalt (g),0.0
37829,Grönsaksblandning m. ärtor bönor morot blomkål typ sommargrönsaker frysvara kokt m. salt,2774,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37830,Grönsaksblandning ärter morot frysvara kokt m. salt,2775,"Grönsaker, baljväxter, svamp",Fullkorn totalt (g),0.0
37831,Rismål m. sylt,2808,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),0.0
37832,Rismål m. sylt u. socker m. sötningsm.,2809,"Flingor, frukostflingor, müsli, gröt, välling",Fullkorn totalt (g),0.0
37833,Nöt innanlår stekt,2826,Kött,Fullkorn totalt (g),0.0
37834,Älgbiff stekt,2827,Kött,Fullkorn totalt (g),0.0
37835,Kycklinggryta m. grädde/crème fraiche,2863,Rätter,Fullkorn totalt (g),0.0
37836,Salt u. jod,2883,Smaksättare,Fullkorn totalt (g),0.0
37837,Tiramisu,2886,,Fullkorn totalt (g),0.0
37838,Blåbärspaj,2897,Rätter,Fullkorn totalt (g),0.0
37839,Ost halloumi stekt eller grillad,2899,Pålägg,Fullkorn totalt (g),0.0
37840,Köttgryta m. grädde/crème fraiche,2913,Rätter,Fullkorn totalt (g),0.0
37841,Vilt färs stekt tacokryddad,2930,Kött,Fullkorn totalt (g),0.0
37842,Lamm färs stekt tacokryddad,2931,Kött,Fullkorn totalt (g),0.0
37843,Köttfärs stekt tacokryddad,2932,Kött,Fullkorn totalt (g),0.0
37844,Vit fisk panerad och stekt,2943,"Fisk, skaldjur",Fullkorn totalt (g),1.0
37845,Gryta fisk skaldjur m. grädde/crème fraiche,2949,Rätter,Fullkorn totalt (g),0.0
37846,Fiskgratäng m. grönsaker,2950,Rätter,Fullkorn totalt (g),0.0
37847,Godisklubba ,2963,Godis,Fullkorn totalt (g),0.0
37848,Gräddsås,2965,Rätter,Fullkorn totalt (g),0.0
37849,Skaldjurssås,2969,Rätter,Fullkorn totalt (g),0.0
37850,Dressing hamburgerdressing,2973,Smaksättare,Fullkorn totalt (g),0.0
37851,Gulaschsoppa,2977,Rätter,Fullkorn totalt (g),0.0
37852,Fisksoppa skaldjurssoppa u. vin,2982,Rätter,Fullkorn totalt (g),0.0
37853,Pannacotta,3008,Rätter,Fullkorn totalt (g),0.0
37854,Paj m. ost,3009,Rätter,Fullkorn totalt (g),0.0
37855,Paj m. grönsaker,3011,Rätter,Fullkorn totalt (g),0.0
37856,Sill inlagd m. gräddfilssås,3035,"Fisk, skaldjur",Fullkorn totalt (g),0.0
